fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,generation,mean_fitness,mean_accuracy,mean_error_chance,mean_error_utility,mean_entropy_norm,mean_util_dev
softmax,top90,12,60,2,16.683102,51.08,1.580948,17.189529,11.924473,35.824748
softmax,top90,12,60,3,14.866884,52.08,1.588547,16.935969,12.146459,35.690047
softmax,top90,12,60,4,14.453232,53.06,1.550694,16.186630,12.164113,34.875503
softmax,top90,12,60,5,13.265923,55.02,1.478664,15.696781,12.421499,34.805131
softmax,top90,12,60,6,12.416366,54.60,1.472968,15.287144,12.443766,34.324696
softmax,top90,12,60,7,11.537838,56.92,1.528786,15.564886,12.635693,33.955896
softmax,top90,12,60,8,10.131834,59.56,1.528101,15.762175,12.759016,33.981295
softmax,top90,12,60,9,9.225652,60.32,1.498234,15.452896,12.867092,33.598860
softmax,top90,12,60,10,8.108398,64.54,1.431095,15.172937,13.025147,33.209260
softmax,top90,12,60,11,7.510484,65.28,1.480658,15.129831,12.995407,33.051637
softmax,top90,12,60,12,6.468028,67.78,1.470192,15.534862,13.051386,33.016708
softmax,top90,12,60,13,6.113581,69.02,1.474284,15.254204,13.105884,33.042927
softmax,top90,12,60,14,5.527922,72.36,1.448207,15.735949,13.021907,33.649816
softmax,top90,12,60,15,4.598154,73.12,1.401314,15.833483,13.148108,33.433057
softmax,top90,12,60,16,4.239537,74.98,1.390037,15.658569,13.022583,32.845673
softmax,top90,12,60,17,4.079578,74.74,1.417908,16.017646,12.740934,33.576142
softmax,top90,12,60,18,3.717085,77.46,1.404995,16.248028,12.857541,34.047472
softmax,top90,12,60,19,3.434875,77.38,1.421295,16.126386,12.788547,33.542022
softmax,top90,12,60,20,3.260804,77.78,1.420461,16.520909,12.736852,33.818772
softmax,top90,12,60,21,2.964111,77.86,1.401424,16.738270,12.643112,33.795243
softmax,top90,12,60,22,2.701816,78.72,1.433028,17.155513,12.485883,34.183700
softmax,top90,12,60,23,2.425166,79.70,1.393214,17.046990,12.483584,34.401934
softmax,top90,12,60,24,2.287837,79.74,1.384263,17.347833,12.184846,34.648405
softmax,top90,12,60,25,2.236872,79.92,1.392696,17.677280,12.024636,35.321606
softmax,top90,12,60,26,2.166606,80.36,1.384229,17.549779,11.991725,35.360314
softmax,top90,12,60,27,2.109833,80.58,1.419430,17.608656,11.789085,35.578579
softmax,top90,12,60,28,2.068532,80.48,1.419835,18.005126,11.645247,35.887960
softmax,top90,12,60,29,2.092945,80.62,1.425438,17.971620,11.681571,36.166977
softmax,top90,12,60,30,2.060120,80.12,1.437848,18.187678,11.562776,36.345329
softmax,top90,12,60,31,2.040787,80.56,1.438447,18.138467,11.510220,36.266792
softmax,top90,12,60,32,2.057980,80.60,1.430836,18.115433,11.465844,36.225867
softmax,top90,12,60,33,2.017394,80.66,1.451244,18.214777,11.321927,36.383116
softmax,top90,12,60,34,2.009613,80.60,1.456298,18.211405,11.224050,36.424386
softmax,top90,12,60,35,2.002658,81.06,1.476200,18.243421,11.149428,36.473246
softmax,top90,12,60,36,1.983389,80.76,1.488676,18.181336,11.131219,36.365388
softmax,top90,12,60,37,1.971516,80.66,1.489047,18.221703,11.062227,36.480676
softmax,top90,12,60,38,1.947828,80.74,1.503398,18.247659,11.058539,36.554905
softmax,top90,12,60,39,1.933553,80.30,1.505499,18.216589,11.091422,36.591445
softmax,top90,12,60,40,1.917671,80.24,1.511916,18.164611,11.051066,36.494605
softmax,top90,12,60,41,1.893081,80.10,1.509715,18.082143,11.051916,36.417597
softmax,top90,12,60,42,1.871837,79.78,1.513297,18.074656,11.074755,36.454193
softmax,top90,12,60,43,1.846560,79.56,1.518540,17.993793,11.059296,36.347178
softmax,top90,12,60,44,1.827704,79.56,1.515717,18.011454,11.076385,36.412853
softmax,top90,12,60,45,1.810828,79.46,1.517476,17.990829,11.066449,36.400791
softmax,top90,12,60,46,1.807317,79.86,1.517768,17.975277,11.072132,36.408085
softmax,top90,12,60,47,1.800669,79.52,1.518308,17.926588,11.071722,36.357737
softmax,top90,12,60,48,1.792539,79.32,1.524537,17.905248,11.050721,36.345720
softmax,top90,12,60,49,1.788170,79.22,1.520848,17.914912,11.038381,36.371252
softmax,top90,12,60,50,1.786803,79.22,1.519789,17.913544,11.009104,36.422944
softmax,top90,12,60,51,1.784607,79.34,1.516175,17.889635,11.008324,36.384095
softmax,top90,12,60,52,1.783520,79.52,1.513812,17.914049,11.007506,36.459374
softmax,top90,12,60,53,1.784718,79.56,1.517403,17.908351,10.991575,36.420195
softmax,top90,12,60,54,1.780475,79.76,1.516557,17.913408,10.963562,36.421930
softmax,top90,12,60,55,1.783571,79.54,1.520188,17.901909,10.960067,36.421002
softmax,top90,12,60,56,1.774566,79.82,1.520379,17.898337,10.937899,36.443710
softmax,top90,12,60,57,1.790778,79.72,1.527016,17.899870,10.970902,36.423997
softmax,top90,12,60,58,1.794833,79.70,1.530737,17.903467,10.953298,36.449036
softmax,top90,12,60,59,1.781654,79.90,1.532634,17.937229,10.912799,36.488343
softmax,top90,12,60,60,1.774664,80.08,1.527179,17.932145,10.914238,36.477430
regret,top10,1,5,1,1.250548,51.34,1.510391,18.699708,11.663199,36.743727
regret,top10,2,10,1,2.294105,51.34,1.510391,18.699708,11.663199,36.743727
regret,top10,4,20,1,4.591562,51.34,1.510391,18.699708,11.663199,36.743727
regret,top10,4,20,2,4.095521,51.36,1.487485,17.497403,11.935042,36.416664
regret,top10,4,20,3,3.955980,51.48,1.470239,17.648491,12.021364,36.242630
regret,top10,4,20,4,3.731515,51.10,1.468286,17.737880,12.031639,36.284969
regret,top10,8,40,1,9.330114,51.34,1.510391,18.699708,11.663199,36.743727
regret,top10,8,40,2,8.622991,50.88,1.557648,16.658661,11.923688,36.044516
regret,top10,8,40,3,7.238467,51.40,1.539494,16.514319,12.205639,35.733506
regret,top10,8,40,4,7.135468,51.52,1.531206,15.657531,12.273506,35.198454
regret,top10,8,40,5,5.868625,52.58,1.487088,14.501529,12.526866,35.553197
regret,top10,8,40,6,5.725217,53.98,1.519285,13.708590,12.451915,34.549215
regret,top10,8,40,7,5.447677,54.04,1.527066,13.941416,12.622377,35.282819
regret,top10,8,40,8,4.341353,56.02,1.534473,13.934197,12.643041,35.528767
regret,top10,8,40,9,3.777808,55.56,1.520651,13.632796,12.738383,35.345712
regret,top10,8,40,10,3.383272,55.44,1.511304,13.568032,12.842585,35.613752
regret,top10,8,40,11,3.029601,56.68,1.543968,13.639734,12.816006,35.792758
regret,top10,8,40,12,2.784345,57.06,1.538194,13.500780,12.894393,36.014987
regret,top10,8,40,13,2.803788,56.12,1.556405,13.555265,12.798746,35.936890
regret,top10,8,40,14,2.610935,56.62,1.593661,13.416674,12.731711,36.074270
regret,top10,8,40,15,2.483448,56.08,1.552147,13.472548,12.778201,36.256315
regret,top10,8,40,16,2.341607,56.44,1.559503,13.333472,12.731091,36.269011
regret,top10,8,40,17,2.399826,56.42,1.577703,13.300203,12.666175,36.356394
regret,top10,8,40,18,2.329276,56.66,1.570625,13.227960,12.652689,36.387058
regret,top10,8,40,19,2.310438,56.92,1.583976,13.235511,12.548521,36.504722
regret,top10,8,40,20,2.301500,57.40,1.572954,13.189988,12.587556,36.349950
regret,top10,8,40,21,2.298150,56.68,1.572315,13.325622,12.581206,36.561671
regret,top10,8,40,22,2.303141,57.42,1.581824,13.285307,12.572221,36.516255
regret,top10,8,40,23,2.292894,57.28,1.593911,13.359021,12.595552,36.623809
regret,top10,12,60,1,13.836658,51.34,1.510391,18.699708,11.663199,36.743727
regret,top10,12,60,2,13.291685,51.12,1.574268,16.858358,11.924059,35.921433
regret,top10,12,60,3,11.328111,52.30,1.572389,16.627863,12.190425,35.844294
regret,top10,12,60,4,10.736617,52.88,1.551616,15.772596,12.176095,34.756127
regret,top10,12,60,5,9.537751,55.68,1.495326,15.166021,12.430551,35.024879
regret,top10,12,60,6,8.941127,54.88,1.486672,14.598593,12.475970,34.725736
regret,top10,12,60,7,8.230159,56.42,1.516242,14.763103,12.744348,34.336898
regret,top10,12,60,8,6.917957,57.40,1.482209,15.088550,12.807019,34.251564
regret,top10,12,60,9,5.436834,59.40,1.473985,14.703840,12.815089,34.055621
regret,top10,12,60,10,4.699535,62.48,1.439284,14.646734,12.924743,33.723326
regret,top10,12,60,11,4.403830,62.14,1.478390,14.612556,12.910367,33.497001
regret,top10,12,60,12,4.136832,63.74,1.498342,14.933441,12.865512,33.337882
regret,top10,12,60,13,4.077493,62.38,1.533696,15.229769,12.865199,33.554513
regret,top10,12,60,14,3.413921,64.62,1.568917,15.223254,12.789980,33.336922
regret,top10,12,60,15,3.130952,65.82,1.563762,15.541835,12.865981,33.111298
regret,top10,12,60,16,2.507625,66.04,1.604528,15.769429,12.760688,32.615011
regret,top10,12,60,17,2.256392,66.40,1.655984,16.178111,12.580673,32.543545
regret,top10,12,60,18,1.917062,66.90,1.670728,16.623714,12.471335,31.996197
regret,top10,12,60,19,1.977690,67.34,1.659548,16.797156,12.483988,31.971898
regret,top10,12,60,20,1.784046,66.94,1.658745,17.193557,12.471252,31.846979
regret,top10,12,60,21,1.737647,67.34,1.639634,17.367176,12.454362,31.747800
regret,top10,12,60,22,1.743781,67.94,1.639818,17.709650,12.493555,31.427001
regret,top10,12,60,23,1.645935,67.84,1.653298,17.702140,12.407046,31.675939
regret,top10,12,60,24,1.614861,68.26,1.657036,17.801544,12.267017,31.536468
regret,top10,12,60,25,1.585562,69.06,1.666846,17.809463,12.259398,31.805101
regret,top10,12,60,26,1.563955,69.44,1.670635,18.030067,12.166557,31.368063
regret,top10,12,60,27,1.544816,69.96,1.669002,18.055044,12.097851,31.315761
regret,top10,12,60,28,1.542270,70.06,1.672327,18.189583,12.047125,31.450905
regret,top10,12,60,29,1.542620,69.80,1.663307,18.320769,12.040359,31.419604
regret,top10,12,60,30,1.542081,69.66,1.667974,18.167271,12.034309,31.523152
regret,top10,12,60,31,1.542043,69.70,1.661317,18.452994,12.057741,31.420952
regret,top30,1,5,1,1.250548,51.34,1.510391,18.699708,11.663199,36.743727
regret,top30,2,10,1,2.294105,51.34,1.510391,18.699708,11.663199,36.743727
regret,top30,2,10,2,2.060317,50.92,1.504593,18.001766,11.729311,36.608149
regret,top30,2,10,3,1.833694,50.92,1.475486,18.422329,11.857216,36.462882
regret,top30,2,10,4,1.875437,50.90,1.488248,18.268528,11.874029,36.547888
regret,top30,2,10,5,1.771046,51.04,1.460945,17.948787,11.858317,36.648859
regret,top30,4,20,1,4.591562,51.34,1.510391,18.699708,11.663199,36.743727
regret,top30,4,20,2,4.225592,50.96,1.527623,16.883071,12.008252,35.863263
regret,top30,4,20,3,3.633290,51.38,1.513643,16.999888,12.279664,35.302132
regret,top30,4,20,4,3.279023,50.04,1.502525,16.624593,12.250691,34.998217
regret,top30,4,20,5,2.854816,50.48,1.422329,15.364086,12.388364,35.144380
regret,top30,4,20,6,2.645669,51.80,1.435032,15.371127,12.345267,34.701051
regret,top30,4,20,7,2.076956,52.32,1.460889,15.280536,12.533086,34.284621
regret,top30,4,20,8,1.931833,52.60,1.400096,15.613420,12.674473,34.383869
regret,top30,4,20,9,1.599952,51.98,1.424615,15.863574,12.731700,34.223507
regret,top30,4,20,10,1.480891,52.84,1.432381,15.898119,12.643516,34.150593
regret,top30,4,20,11,1.363149,52.72,1.457708,16.052571,12.569786,33.889353
regret,top30,4,20,12,1.393509,52.24,1.459451,15.779959,12.574679,34.286296
regret,top30,4,20,13,1.367869,51.92,1.463377,15.669140,12.613913,34.374605
regret,top30,4,20,14,1.189899,52.78,1.486575,15.696038,12.643517,34.630476
regret,top30,4,20,15,1.201983,52.54,1.462257,16.046242,12.666860,34.564313
regret,top30,4,20,16,1.137919,52.90,1.481693,16.041941,12.710516,34.802812
regret,top30,4,20,17,1.117341,53.92,1.511672,16.122918,12.674761,34.912710
regret,top30,8,40,1,9.330114,51.34,1.510391,18.699708,11.663199,36.743727
regret,top30,8,40,2,8.622991,50.88,1.557648,16.658661,11.923688,36.044516
regret,top30,8,40,3,7.238467,51.40,1.539494,16.514319,12.205639,35.733506
regret,top30,8,40,4,7.135468,51.52,1.531206,15.657531,12.273506,35.198454
regret,top30,8,40,5,5.868625,52.58,1.487088,14.501529,12.526866,35.553197
regret,top30,8,40,6,5.725217,53.98,1.519285,13.708590,12.451915,34.549215
regret,top30,8,40,7,5.447677,54.04,1.527066,13.941416,12.622377,35.282819
regret,top30,8,40,8,4.078595,56.12,1.522672,13.996251,12.646046,35.553308
regret,top30,8,40,9,3.204163,57.16,1.472597,13.477172,12.722994,35.310869
regret,top30,8,40,10,2.558993,57.46,1.417660,13.122917,12.856440,35.320601
regret,top30,8,40,11,1.811300,58.90,1.463571,13.371640,12.827157,35.442485
regret,top30,8,40,12,1.601929,60.10,1.459673,12.872632,12.952967,35.414740
regret,top30,8,40,13,1.470808,58.70,1.462048,12.732121,12.729335,35.074806
regret,top30,8,40,14,1.116537,60.68,1.481897,12.307076,12.700903,35.191377
regret,top30,8,40,15,0.840181,61.22,1.420092,12.318005,12.801855,35.169753
regret,top30,8,40,16,0.720278,62.56,1.421366,12.302729,12.746176,35.516314
regret,top30,8,40,17,0.722896,63.38,1.439831,12.218560,12.631710,35.546097
regret,top30,8,40,18,0.607479,64.36,1.427133,12.253972,12.643186,35.513260
regret,top30,8,40,19,0.591056,65.26,1.427998,12.280431,12.539418,35.678832
regret,top30,8,40,20,0.601182,66.94,1.412650,12.337494,12.555804,35.587561
regret,top30,8,40,21,0.597832,66.22,1.412010,12.473128,12.549454,35.799282
regret,top30,8,40,22,0.602823,66.96,1.421520,12.432812,12.540469,35.753866
regret,top30,8,40,23,0.592576,66.82,1.433607,12.506526,12.563800,35.861420
regret,top30,12,60,1,13.836658,51.34,1.510391,18.699708,11.663199,36.743727
regret,top30,12,60,2,13.291685,51.12,1.574268,16.858358,11.924059,35.921433
regret,top30,12,60,3,11.328111,52.30,1.572389,16.627863,12.190425,35.844294
regret,top30,12,60,4,10.736617,52.88,1.551616,15.772596,12.176095,34.756127
regret,top30,12,60,5,9.537751,55.68,1.495326,15.166021,12.430551,35.024879
regret,top30,12,60,6,8.941127,54.88,1.486672,14.598593,12.475970,34.725736
regret,top30,12,60,7,8.230159,56.42,1.516242,14.763103,12.744348,34.336898
regret,top30,12,60,8,6.917957,57.40,1.482209,15.088550,12.807019,34.251564
regret,top30,12,60,9,5.436834,59.40,1.473985,14.703840,12.815089,34.055621
regret,top30,12,60,10,4.392365,62.52,1.392874,14.487520,13.004422,33.761618
regret,top30,12,60,11,3.865612,62.40,1.438866,14.415062,12.880866,33.350439
regret,top30,12,60,12,3.162944,65.20,1.453775,14.722703,12.807134,32.854040
regret,top30,12,60,13,2.916069,64.56,1.471228,14.893148,12.802224,32.399846
regret,top30,12,60,14,2.207344,67.62,1.437915,14.998620,12.677450,32.466767
regret,top30,12,60,15,1.836637,69.56,1.416603,15.382361,12.721530,32.159476
regret,top30,12,60,16,1.205654,70.38,1.464402,15.756167,12.559179,31.736142
regret,top30,12,60,17,0.925700,70.46,1.518566,16.144714,12.254238,31.577825
regret,top30,12,60,18,0.623119,71.64,1.516747,16.579305,12.217720,30.863068
regret,top30,12,60,19,0.627497,73.26,1.517457,16.767642,12.260093,30.816891
regret,top30,12,60,20,0.433854,72.86,1.516654,17.164043,12.247357,30.691972
regret,top30,12,60,21,0.387454,73.26,1.497543,17.337661,12.230467,30.592793
regret,top30,12,60,22,0.393588,73.86,1.497727,17.680136,12.269660,30.271994
regret,top30,12,60,23,0.295743,73.76,1.511207,17.672626,12.183151,30.520932
regret,top30,12,60,24,0.264668,74.18,1.514945,17.772030,12.043122,30.381461
regret,top30,12,60,25,0.235369,74.98,1.524755,17.779949,12.035503,30.650094
regret,top30,12,60,26,0.213762,75.36,1.528544,18.000553,11.942662,30.213056
regret,top30,12,60,27,0.194624,75.88,1.526911,18.025529,11.873956,30.160754
regret,top30,12,60,28,0.192077,75.98,1.530237,18.160069,11.823230,30.295898
regret,top30,12,60,29,0.192427,75.72,1.521217,18.291255,11.816464,30.264597
regret,top30,12,60,30,0.191889,75.58,1.525883,18.137757,11.810414,30.368145
regret,top30,12,60,31,0.191850,75.62,1.519226,18.423479,11.833847,30.265945
regret,top70,1,5,1,1.250548,51.34,1.510391,18.699708,11.663199,36.743727
regret,top70,1,5,2,1.094070,50.52,1.569890,17.339648,11.951737,35.873658
regret,top70,1,5,3,0.795153,50.96,1.543064,17.342120,12.145847,35.318149
regret,top70,1,5,4,0.693760,51.32,1.506955,17.437496,12.022958,35.396526
regret,top70,1,5,5,0.655503,52.60,1.521327,16.710356,12.142670,35.348666
regret,top70,1,5,6,0.619680,52.88,1.523865,16.671552,12.071177,35.165223
regret,top70,1,5,7,0.438739,53.06,1.513234,17.291129,12.279499,34.972103
regret,top70,1,5,8,0.467729,52.90,1.509825,17.315227,12.319608,34.649606
regret,top70,1,5,9,0.458788,52.84,1.509252,17.160227,12.350910,34.819107
regret,top70,1,5,10,0.405576,53.16,1.506730,17.227699,12.355597,35.130470
regret,top70,2,10,1,2.294105,51.34,1.510391,18.699708,11.663199,36.743727
regret,top70,2,10,2,2.290905,50.52,1.538707,17.320883,11.965427,35.829468
regret,top70,2,10,3,1.638283,50.84,1.525224,17.416886,12.142428,35.651814
regret,top70,2,10,4,1.681278,49.24,1.494066,17.134101,12.255777,35.631149
regret,top70,2,10,5,1.717981,51.38,1.436324,16.476797,12.366869,35.560769
regret,top70,2,10,6,1.439353,51.96,1.467115,16.629305,12.356393,35.473554
regret,top70,2,10,7,0.952680,52.40,1.461718,16.585335,12.650674,34.866142
regret,top70,2,10,8,0.826446,52.48,1.454058,17.881609,12.544441,35.628292
regret,top70,2,10,9,0.619264,52.76,1.442436,17.014787,12.521742,35.147003
regret,top70,2,10,10,0.488775,54.96,1.428320,17.520757,12.600248,35.361002
regret,top70,4,20,1,4.591562,51.34,1.510391,18.699708,11.663199,36.743727
regret,top70,4,20,2,4.225592,50.96,1.527623,16.883071,12.008252,35.863263
regret,top70,4,20,3,3.633290,51.38,1.513643,16.999888,12.279664,35.302132
regret,top70,4,20,4,3.279023,50.04,1.502525,16.624593,12.250691,34.998217
regret,top70,4,20,5,2.854816,50.48,1.422329,15.364086,12.388364,35.144380
regret,top70,4,20,6,2.645669,51.80,1.435032,15.371127,12.345267,34.701051
regret,top70,4,20,7,2.013181,52.18,1.485343,14.959054,12.497455,34.235523
regret,top70,4,20,8,1.692819,51.60,1.432198,15.744965,12.541263,34.738840
regret,top70,4,20,9,1.279393,52.08,1.451274,15.307420,12.726793,34.386331
regret,top70,4,20,10,0.869870,54.00,1.454104,15.543887,12.794370,34.622058
regret,top70,4,20,11,0.578420,55.06,1.470787,15.909114,12.775789,34.555772
regret,top70,4,20,12,0.486284,57.46,1.485191,15.483865,12.692130,34.678191
regret,top70,4,20,13,0.471260,56.68,1.497535,15.177002,12.773911,34.556501
regret,top70,4,20,14,0.281086,58.78,1.535323,15.321580,12.850807,35.034830
regret,top70,4,20,15,0.293170,58.54,1.511004,15.671783,12.874149,34.968666
regret,top70,4,20,16,0.229106,58.90,1.530440,15.667482,12.917805,35.207166
regret,top70,4,20,17,0.208528,59.92,1.560419,15.748460,12.882051,35.317063
regret,top70,4,20,18,0.201094,59.38,1.575979,15.762079,12.809977,35.324922
regret,top70,4,20,19,0.198514,59.88,1.572812,15.787577,12.730089,35.312729
regret,top70,4,20,20,0.201035,61.50,1.580586,15.810110,12.719583,35.210857
regret,top70,4,20,21,0.200798,61.22,1.572336,15.746547,12.761570,35.275614
regret,top70,4,20,22,0.195037,61.90,1.576259,15.821415,12.674664,35.188244
regret,top70,8,40,1,9.330114,51.34,1.510391,18.699708,11.663199,36.743727
regret,top70,8,40,2,8.622991,50.88,1.557648,16.658661,11.923688,36.044516
regret,top70,8,40,3,7.238467,51.40,1.539494,16.514319,12.205639,35.733506
regret,top70,8,40,4,7.135468,51.52,1.531206,15.657531,12.273506,35.198454
regret,top70,8,40,5,5.868625,52.58,1.487088,14.501529,12.526866,35.553197
regret,top70,8,40,6,5.725217,53.98,1.519285,13.708590,12.451915,34.549215
regret,top70,8,40,7,5.447677,54.04,1.527066,13.941416,12.622377,35.282819
regret,top70,8,40,8,4.078595,56.12,1.522672,13.996251,12.646046,35.553308
regret,top70,8,40,9,3.204163,57.16,1.472597,13.477172,12.722994,35.310869
regret,top70,8,40,10,2.558993,57.46,1.417660,13.122917,12.856440,35.320601
regret,top70,8,40,11,1.631228,58.86,1.461464,13.400615,12.790267,35.536522
regret,top70,8,40,12,1.284800,60.16,1.449691,12.952299,12.873497,35.673618
regret,top70,8,40,13,1.072399,58.76,1.455265,12.734348,12.733258,35.273788
regret,top70,8,40,14,0.726609,61.88,1.455138,12.372728,12.656721,35.592914
regret,top70,8,40,15,0.450254,62.42,1.393333,12.383657,12.757673,35.571291
regret,top70,8,40,16,0.360887,64.14,1.390325,12.384995,12.750869,35.543619
regret,top70,8,40,17,0.315803,64.58,1.416829,12.201151,12.525900,35.116960
regret,top70,8,40,18,0.213832,66.82,1.376151,12.265851,12.692022,35.394904
regret,top70,8,40,19,0.117390,68.10,1.365543,12.173968,12.677908,34.994037
regret,top70,8,40,20,0.127516,69.78,1.350195,12.231030,12.694294,34.902765
regret,top70,8,40,21,0.076367,69.24,1.339212,12.482914,12.703808,35.172019
regret,top70,8,40,22,0.064507,71.18,1.335403,12.560996,12.585690,35.116135
regret,top70,8,40,23,0.054260,71.04,1.347490,12.634711,12.609021,35.223688
regret,top70,12,60,1,13.836658,51.34,1.510391,18.699708,11.663199,36.743727
regret,top70,12,60,2,13.291685,51.12,1.574268,16.858358,11.924059,35.921433
regret,top70,12,60,3,11.328111,52.30,1.572389,16.627863,12.190425,35.844294
regret,top70,12,60,4,10.736617,52.88,1.551616,15.772596,12.176095,34.756127
regret,top70,12,60,5,9.537751,55.68,1.495326,15.166021,12.430551,35.024879
regret,top70,12,60,6,8.941127,54.88,1.486672,14.598593,12.475970,34.725736
regret,top70,12,60,7,8.230159,56.42,1.516242,14.763103,12.744348,34.336898
regret,top70,12,60,8,6.917957,57.40,1.482209,15.088550,12.807019,34.251564
regret,top70,12,60,9,5.436834,59.40,1.473985,14.703840,12.815089,34.055621
regret,top70,12,60,10,4.392365,62.52,1.392874,14.487520,13.004422,33.761618
regret,top70,12,60,11,3.865612,62.40,1.438866,14.415062,12.880866,33.350439
regret,top70,12,60,12,3.162944,65.20,1.453775,14.722703,12.807134,32.854040
regret,top70,12,60,13,2.916069,64.56,1.471228,14.893148,12.802224,32.399846
regret,top70,12,60,14,2.207344,67.62,1.437915,14.998620,12.677450,32.466767
regret,top70,12,60,15,1.836637,69.56,1.416603,15.382361,12.721530,32.159476
regret,top70,12,60,16,1.167570,70.46,1.447253,15.688127,12.623334,31.699260
regret,top70,12,60,17,0.890928,70.88,1.498036,16.077373,12.233462,31.484784
regret,top70,12,60,18,0.529613,73.46,1.486747,16.543653,12.165991,30.893035
regret,top70,12,60,19,0.501183,76.60,1.495191,16.756762,12.139815,30.873034
regret,top70,12,60,20,0.327441,76.42,1.495604,17.367942,12.065963,31.270758
regret,top70,12,60,21,0.255442,77.40,1.490974,17.420757,12.053096,30.888465
regret,top70,12,60,22,0.250347,78.10,1.498836,17.928739,12.058508,30.545865
regret,top70,12,60,23,0.167433,77.96,1.489418,17.790251,12.038668,30.595069
regret,top70,12,60,24,0.136358,78.38,1.493156,17.889655,11.898639,30.455598
regret,top70,12,60,25,0.107059,79.18,1.502966,17.897574,11.891020,30.724231
regret,top70,12,60,26,0.085452,79.56,1.506755,18.118178,11.798179,30.287193
regret,top70,12,60,27,0.066314,80.08,1.505122,18.143155,11.729473,30.234891
regret,top70,12,60,28,0.063767,80.18,1.508448,18.277694,11.678748,30.370036
regret,top70,12,60,29,0.064117,79.92,1.499428,18.408880,11.671981,30.338734
regret,top70,12,60,30,0.063579,79.78,1.504094,18.255382,11.665932,30.442282
regret,top70,12,60,31,0.063541,79.82,1.497437,18.541105,11.689364,30.340082
regret,top90,1,5,1,1.250548,51.34,1.510391,18.699708,11.663199,36.743727
regret,top90,1,5,2,1.094070,50.52,1.569890,17.339648,11.951737,35.873658
regret,top90,1,5,3,0.795153,50.96,1.543064,17.342120,12.145847,35.318149
regret,top90,1,5,4,0.693760,51.32,1.506955,17.437496,12.022958,35.396526
regret,top90,1,5,5,0.703458,52.82,1.481603,16.840597,12.205850,35.352943
regret,top90,1,5,6,0.592175,52.72,1.467301,16.790147,12.261769,35.037167
regret,top90,1,5,7,0.370957,52.74,1.456666,16.967403,12.463352,34.470107
regret,top90,1,5,8,0.368744,51.64,1.445741,17.621637,12.479812,34.277369
regret,top90,1,5,9,0.287113,53.20,1.418360,16.890504,12.581079,34.217869
regret,top90,1,5,10,0.230903,54.04,1.400515,17.091394,12.609801,34.616492
regret,top90,1,5,11,0.126330,54.96,1.405305,17.287268,12.630999,34.542751
regret,top90,1,5,12,0.136623,55.70,1.394894,17.572477,12.589539,34.322132
regret,top90,1,5,13,0.116356,55.76,1.440619,17.398426,12.495685,34.463322
regret,top90,1,5,14,0.089747,56.04,1.431782,17.497156,12.572175,34.701987
regret,top90,2,10,1,2.294105,51.34,1.510391,18.699708,11.663199,36.743727
regret,top90,2,10,2,2.290905,50.52,1.538707,17.320883,11.965427,35.829468
regret,top90,2,10,3,1.638283,50.84,1.525224,17.416886,12.142428,35.651814
regret,top90,2,10,4,1.681278,49.24,1.494066,17.134101,12.255777,35.631149
regret,top90,2,10,5,1.717981,51.38,1.436324,16.476797,12.366869,35.560769
regret,top90,2,10,6,1.439353,51.96,1.467115,16.629305,12.356393,35.473554
regret,top90,2,10,7,0.952680,52.40,1.461718,16.585335,12.650674,34.866142
regret,top90,2,10,8,0.826446,52.48,1.454058,17.881609,12.544441,35.628292
regret,top90,2,10,9,0.529553,52.64,1.443989,16.971716,12.487891,35.034336
regret,top90,2,10,10,0.333624,55.50,1.403041,17.619346,12.595437,35.836906
regret,top90,2,10,11,0.339665,57.28,1.421137,18.057425,12.587209,35.515561
regret,top90,2,10,12,0.212249,57.28,1.416018,18.256085,12.690778,35.413215
regret,top90,2,10,13,0.275772,57.10,1.454937,18.049804,12.571636,35.614286
regret,top90,2,10,14,0.181060,57.46,1.454074,18.080577,12.605298,35.573787
regret,top90,2,10,15,0.116273,56.72,1.452918,18.001038,12.694378,35.328882
regret,top90,4,20,1,4.591562,51.34,1.510391,18.699708,11.663199,36.743727
regret,top90,4,20,2,4.225592,50.96,1.527623,16.883071,12.008252,35.863263
regret,top90,4,20,3,3.633290,51.38,1.513643,16.999888,12.279664,35.302132
regret,top90,4,20,4,3.279023,50.04,1.502525,16.624593,12.250691,34.998217
regret,top90,4,20,5,2.854816,50.48,1.422329,15.364086,12.388364,35.144380
regret,top90,4,20,6,2.645669,51.80,1.435032,15.371127,12.345267,34.701051
regret,top90,4,20,7,2.013181,52.18,1.485343,14.959054,12.497455,34.235523
regret,top90,4,20,8,1.692819,51.60,1.432198,15.744965,12.541263,34.738840
regret,top90,4,20,9,1.279393,52.08,1.451274,15.307420,12.726793,34.386331
regret,top90,4,20,10,0.869870,54.00,1.454104,15.543887,12.794370,34.622058
regret,top90,4,20,11,0.578420,55.06,1.470787,15.909114,12.775789,34.555772
regret,top90,4,20,12,0.468767,57.62,1.474921,15.705797,12.700828,34.878579
regret,top90,4,20,13,0.474325,55.64,1.483427,14.884081,12.763113,34.541915
regret,top90,4,20,14,0.255448,58.42,1.491780,15.131895,12.856010,34.920149
regret,top90,4,20,15,0.163096,57.26,1.457864,15.467191,13.067213,35.265092
regret,top90,4,20,16,0.123246,56.82,1.464133,15.320721,13.133149,35.069176
regret,top90,4,20,17,0.050813,58.58,1.491153,15.350373,13.023493,35.361071
