mode,sampling_mode,chance_temperature,utility_temperature,fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,total_rules,stop_gen_mean,stop_gen_std,stop_gen_min,stop_gen_max,fitness_mean,fitness_std,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,mse_chance_mean,mse_chance_std,mse_utility_mean,mse_utility_std,entropy_norm_mean,entropy_norm_std,util_dev_mean,util_dev_std
both,non_symmetric,1.0,1.0,entropy,top50,1,5,20,0.00,0.00,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
both,non_symmetric,1.0,1.0,entropy,top50,2,10,20,0.00,0.00,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
both,non_symmetric,1.0,1.0,entropy,top50,4,20,20,0.00,0.00,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
both,non_symmetric,1.0,1.0,entropy,top50,8,40,20,0.00,0.00,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
both,symmetric,1.0,1.0,binary,top50,1,5,20,0.40,0.49,0,1,nan,nan,nan,nan,80.00,85.00,nan,nan,nan,nan,nan,nan,nan,nan
both,symmetric,1.0,1.0,binary,top50,2,10,20,0.20,0.40,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
both,symmetric,1.0,1.0,binary,top50,4,20,20,0.00,0.00,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
both,symmetric,1.0,1.0,binary,top50,8,40,20,0.00,0.00,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
both,symmetric,1.0,1.0,margin,top50,1,5,20,0.00,0.00,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
both,symmetric,1.0,1.0,margin,top50,2,10,20,0.00,0.00,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
both,symmetric,1.0,1.0,margin,top50,4,20,20,0.00,0.00,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
both,symmetric,1.0,1.0,margin,top50,8,40,20,0.00,0.00,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
both,symmetric,1.0,1.0,softmax,top50,1,5,20,0.00,0.00,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
both,symmetric,1.0,1.0,softmax,top50,2,10,20,0.00,0.00,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
both,symmetric,1.0,1.0,softmax,top50,4,20,20,0.00,0.00,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
both,symmetric,1.0,1.0,softmax,top50,8,40,20,0.00,0.00,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
both,symmetric,1.0,1.0,regret,top50,1,5,20,0.40,0.49,0,1,nan,nan,nan,nan,80.00,85.00,nan,nan,nan,nan,nan,nan,nan,nan
both,symmetric,1.0,1.0,regret,top50,2,10,20,0.20,0.40,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
both,symmetric,1.0,1.0,regret,top50,4,20,20,0.00,0.00,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
both,symmetric,1.0,1.0,regret,top50,8,40,20,0.00,0.00,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
both,symmetric,1.0,1.0,entropy,top50,1,5,20,0.00,0.00,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
both,symmetric,1.0,1.0,entropy,top50,2,10,20,0.00,0.00,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
both,symmetric,1.0,1.0,entropy,top50,4,20,20,0.00,0.00,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
both,symmetric,1.0,1.0,entropy,top50,8,40,20,0.00,0.00,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
utility_only,non_symmetric,1.0,1.0,binary,top50,1,5,20,1.00,0.00,1,1,0.100000,0.063246,100.00,0.00,100.00,100.00,0.000000,0.000000,7.055578,1.685513,18.825307,0.000000,43.356601,0.465276
